name,longitude,latitude,geometry,nearest_tract_index,nearest_tract,distance_to_nearest_tract
SUPER STAR FARM INC,-73.878608399,40.750475568,POINT (-73.878608399 40.75047556799999),4334,027701,68.97128631260996
VECINDA HH DELI GROCERY & GROCERY CORP,-73.901631894,40.749170841,POINT (-73.901631894 40.74917084100001),3024,025900,172.94530270814016
MKX 99 CENTS&UP INC,-73.889886836,40.844663433,POINT (-73.889886836 40.844663433),518,036901,171.69659871605987
AMROS DELI LLC,-73.738725117,42.674184842,POINT (-73.738725117 42.674184842),4852,000100,616.9504353174672
A&R GROCERY DELI DELI CORP,-73.919308909,40.836854433,POINT (-73.919308909 40.836854433),3144,022101,186.98551803541469
GUTIERREZ GROCERY CORP,-73.915443595,40.697291722,POINT (-73.915443595 40.697291721999996),4699,043300,49.046136923249705
468 DELI & GRILL INC,-73.979671101,40.642946814,POINT (-73.979671101 40.642946814),4792,049600,104.69691197624195
K & M EXPRESS DELI INC,-73.952927885,40.653434629,POINT (-73.952927885 40.653434628999996),4755,082200,127.87716252862094
SYRON JEFFREY&KATHERINE,-74.130256015,42.760921019,POINT (-74.130256015 42.760921019),1436,033102,4619.425662258107
YEMEN FOOD CORP,-73.915349466,40.661732336,POINT (-73.915349466 40.66173233599999),799,089400,99.30660803979568
1853 WESTCHESTER TOWERS DELI CORP,-73.84020562,40.962367189,POINT (-73.84020562 40.962367189),3367,002104,327.3431997139887
BARTON FAMILY ENTERPRISES LLC,-73.645907991,42.795921877,POINT (-73.645907991 42.79592187699999),4456,040100,2140.8007938605674
YAKABOSKI DIANE&FUNFGELD THOMAS,-72.749980275,40.92727941,POINT (-72.749980275 40.92727941),354,169706,2338.291085884057
NICHOLAS DISCOUNT INC,-73.937671061,40.843621605,POINT (-73.937671061 40.843621605),3686,025300,100.36586669041982
BIG RICK INC,-79.31796995,42.492618059,POINT (-79.31796995 42.492618058999994),1704,035500,854.1024267868136
FEDERAL MARKET CO INC,-78.837698,42.73374,POINT (-78.837698 42.73374),1420,013400,1162.9002087218576
OCEAN AVE DELI OF STATEN ISLAND INC,-74.06327388,40.595642957,POINT (-74.06327388 40.595642957),3450,007400,392.7992531564184
RITE AID OF NEW YORK INC,-78.878242233,42.975755107,POINT (-78.878242233 42.97575510699999),1841,008202,127.19724332242639
91 AVE FAMILY FOOD CORP,-73.851657563,40.689527146,POINT (-73.851657563 40.689527145999996),2963,001800,88.88501880542785
NORTHERN SPY LLC THE,-73.908848965,42.001188668,POINT (-73.908848965 42.001188668000005),461,150006,2708.151106468191
JOES KWIK MARTS LLC,-76.185062563,43.119524193,POINT (-76.185062563 43.119524193),5384,011011,1271.6200094758406
FASTRAC EG LLC,-76.551461363,42.943578011,POINT (-76.551461363 42.94357801099999),3598,041400,376.22636219815115
STAR GENIUS CORP,-73.86995576,40.75703864,POINT (-73.86995576 40.75703863999999),3027,037700,185.40116322151883
JACKIES SNACK PASTRIES LLC,-73.944613288,40.797488364,POINT (-73.944613288 40.79748836399999),104,017402,228.14184403718747
DOCS POUGHKEEPSIE INC.,-73.903996262,41.534291977,POINT (-73.903996262 41.534291976999995),1327,060400,818.7039685788932
RUBI & RINA INC,-73.912719141,40.835106387,POINT (-73.912719141 40.835106386999996),5010,017901,210.23422694718744
BUFFALO HALAL MEAT&GROCERY ON BAILEY,-78.813596207,42.945465416,POINT (-78.813596207 42.94546541599999),3249,004701,419.9637995137133
DOLGEN NEW YORK LLC,-75.868493,43.054457741,POINT (-75.868493 43.054457741),2370,030401,957.2584548522152
ALGAHEIM ASEEL,-74.026297617,41.504993789,POINT (-74.026297617 41.504993789),1661,000302,296.0908424173453
LM GROCERY CORP,-73.943743455,40.820467777,POINT (-73.943743455 40.82046777699999),145,022102,288.0458299577286
FULTON BEBE GROCERY STORE INC,-73.878346967,40.681789727,POINT (-73.878346967 40.681789727),3845,117400,169.90940648729935
NUTS FACTORY TRADE LLC,-73.690248008,40.758239851,POINT (-73.690248008 40.75823985099999),5337,303101,797.9676519705567
AL FALAH MEATS INC,-73.801607375,40.707741734,POINT (-73.801607375 40.707741733999995),2064,044602,156.6715505108055
ASARO FARMS LLC,-74.008740547,40.705416845,POINT (-74.008740547 40.705416845),3694,000700,417.14310063239725
MINI MARKET LA BODEGUITA ALEX CORP,-73.866618589,40.759522072,POINT (-73.866618589 40.759522072),2097,036500,85.52816770740439
SHEBA FOOD AND GAS INC,-77.608752874,43.186851159,POINT (-77.608752874 43.186851159),5114,004702,175.6167340951217
SUSHI TOKYO INC,-73.949657392,40.701092473,POINT (-73.949657392 40.701092472999996),4830,050700,226.60121123102985
532 NEPTUNE AVENUE LLC,-73.972982845,40.579614244,POINT (-73.97298284500002 40.57961424399999),4522,035400,65.4713560235205
SAI MURAD INC,-73.825721524,40.689772736,POINT (-73.825721524 40.689772736),2783,012000,313.37009951713605
TIFARET DISCOUNT INC,-74.067381096,41.10842885,POINT (-74.067381096 41.10842885),3615,012116,400.39966240510904
CATSKILL DISTILLING CO LTD,-74.876074491,41.684902078,POINT (-74.876074491 41.68490207800001),4059,952000,876.0849254509334
KAYLEE FOOD CORP,-73.894660498,40.930795032,POINT (-73.894660498 40.930795032),4447,000300,166.46939356244226
PLAID FARM STORES LLC,-74.207359047,42.875090378,POINT (-74.207359047 42.875090378),1878,072800,5439.471619615587
WOODBURY FOODS INC,-73.517532355,40.772635099,POINT (-73.517532355 40.77263509899999),1046,519400,763.9913648111562
NORWICH FRESH MARKET INC,-75.524886602,42.549115691,POINT (-75.524886602 42.549115691),237,970300,1796.6731187870635
PIVO PARTNERS LLC,-73.649235775,43.331610189,POINT (-73.649235775 43.331610188999996),1763,070701,1304.5642044307117
NORTH MAIN FOOD MARKET CORP,-73.585788707,40.662562312,POINT (-73.585788707 40.662562312),5339,414202,193.12963911210147
PAPA CHE DELI CORP,-73.865819962,40.82082354,POINT (-73.865819962 40.82082354),5301,003800,216.96231519905308
SAIFUL DELI GROCERY INC,-73.829029861,40.70511099,POINT (-73.829029861 40.70511099000001),2209,014000,153.80176551990965
EAST NEW YORK KOSHER CORP,-73.943320799,40.662158933,POINT (-73.943320799 40.66215893299999),4716,080600,71.90020408443772
FASTRAC EG LLC,-76.237692701,43.460550221,POINT (-76.237692701 43.460550221000005),3490,020400,2646.2203375603585
CATSKILL KOSHER CENTER INC,-74.651099264,41.69840939,POINT (-74.651099264 41.69840939),4060,951500,3277.1765808820937
ASIAN FOOD MARKETS OF FOREST AVE LLC,-74.167707951,40.628754073,POINT (-74.167707951 40.628754073),1824,031901,408.95318530765866
QUICK RUN MART INC,-73.937505099,41.5668449,POINT (-73.937505099 41.5668449),3352,190301,1265.982793240513
ONE LOVE DELI CORP 1,-73.944591747,40.71480508,POINT (-73.944591747 40.71480507999999),4793,049700,156.70152790033174
BARRERA LUIS A,-73.883084922,40.746187596,POINT (-73.883084922 40.74618759599999),1023,026901,106.079668249852
HAPPY NOODLE LLC,-73.034496435,40.933467602,POINT (-73.034496435 40.93346760200001),313,158326,1121.0996221966955
MACARENO C & D,-73.924785561,40.758379577,POINT (-73.924785561 40.75837957699999),3003,005900,163.63891930456444
WATERVLIET MINI MART INC,-73.706002046,42.714450868,POINT (-73.706002046 42.71445086800001),4874,013400,75.95766066060591
6TH AVE DELI DELIGHT CORP,-74.021400825,40.624906277,POINT (-74.021400825 40.624906277),3312,013600,243.08285143059675
CHAVO DELI-GROCERY CORP,-73.99431613,40.660308712,POINT (-73.99431613 40.660308712),5169,014500,129.61571087879906
GALVEMONTE FAMILY LLC,-73.76387146,41.025084192,POINT (-73.76387146 41.025084191999994),1257,009500,317.8618579265783
CVS ALBANY LLC,-78.876013,43.051046,POINT (-78.876013 43.05104599999999),1589,024600,586.9087380560301
BIG PENNSY LLC,-73.886856611,40.749609508,POINT (-73.886856611 40.749609508),3012,028500,207.2731797920227
NEW PARADISE GROCERY INC,-73.883070589,40.742864507,POINT (-73.883070589 40.74286450700001),2751,048100,181.96616258669343
JERAN ZACARIA M,-75.902020613,42.117237417,POINT (-75.902020613 42.11723741699999),4026,000400,265.7161382526284
CVS ALBANY LLC,-73.991904444,40.744016206,POINT (-73.991904444 40.744016206),2652,005800,151.56063603479208
WALGREEN EASTERN CO INC,-73.955709671,40.609754939,POINT (-73.955709671 40.609754939000005),5074,055200,167.04614307021006
HOW SWEET IT IS INC,-73.864546248,40.902937525,POINT (-73.864546248 40.90293752499999),3358,001502,261.7193619236685
NW BEER COMPANY LLC,-78.842721907,43.061060544,POINT (-78.842721907 43.06106054399999),5024,022804,644.3893066599011
GLICK&BLANK&FISHER&PHILLIPS&ETC,-78.106594755,42.746161745,POINT (-78.106594755 42.74616174500001),1497,970500,2232.8041176052825
WALGREEN EASTERN CO INC,-77.560703865,43.17198753,POINT (-77.560703865 43.171987529999996),5116,005400,636.6953313120945
NATURAL FOOD LAND LLC,-73.962864463,40.577487001,POINT (-73.962864463 40.577487001),4590,036200,118.93127252069038
AHSAN MUHAMMAD,-73.052802626,40.931530081,POINT (-73.052802626 40.931530080999984),356,158209,239.2693331262882
MMS 533 SERVICE CORP,-73.594065836,40.685822219,POINT (-73.594065836 40.685822219),5316,413900,758.9841256514496
COUNTRY FAIR INC,-79.344435055,42.486314574,POINT (-79.344435055 42.486314574),1695,035600,440.52733078968043
REID STORES INC,-79.241866879,42.119219402,POINT (-79.241866879 42.119219401999985),1639,030200,1109.9711587123609
NUEZ DELI GROCERY CORP,-73.953201973,40.817905213,POINT (-73.953201973 40.817905212999996),142,021703,290.6294221050286
PINEAIRE FISH CORP,-73.274252141,40.772852064,POINT (-73.274252141 40.77285206399999),416,145904,1103.1400847023842
DELI & BUFFET INC,-73.984075791,40.610095789,POINT (-73.98407579100001 40.610095789000006),4664,043000,94.5769314346893
UNITED REFINING CO OF PA INC,-79.226041343,42.075257619,POINT (-79.226041343 42.075257619),1672,030700,805.2073766469456
149 STREET FOOD CORP,-73.91531334,40.815249659,POINT (-73.91531334 40.815249659),636,004300,232.01256359585682
231 BIG APPLE DELI GROCERY CORPORATION,-73.902496991,40.878205002,POINT (-73.902496991 40.878205001999994),2580,027700,89.32844056049217
716 MINI MARKET INC,-78.792624697,42.907402195,POINT (-78.792624697 42.907402194999996),4271,010400,297.4219805057817
ALAMBRIA SPRINGS FARM LLC,-75.853399623,42.930533482,POINT (-75.853399623 42.930533482),2372,030501,364.17202672032994
LA MIA DELI INC,-73.923907724,40.842553373,POINT (-73.923907724 40.842553372999994),5235,021100,241.69005304195437
S&I SNACK SHOP INC,-73.869236006,41.292803689,POINT (-73.869236006 41.292803689),2823,014704,1061.5827970785163
JAKES BOAT LIVERY LLC,-77.161904144,42.490004246,POINT (-77.161904144 42.490004246),4404,960100,4417.381729642167
SABOR LATINO GROCERY CORP,-73.867140028,40.686699804,POINT (-73.867140028 40.68669980399999),3849,118202,268.958206645346
SPEEDWAY LLC,-77.628364767,43.172945414,POINT (-77.628364767 43.172945414000004),5083,002300,462.88724361148553
FAMOUS HERO CITY DELI GRCRY CORP,-73.909787738,40.811660695,POINT (-73.909787738 40.81166069499999),633,003500,121.89756186390518
ECKERD CORP,-77.292586061,42.90494458,POINT (-77.292586061 42.90494458),3209,050900,1095.4175871453454
JEANNINE DELI GROCERY CORP,-73.900026592,40.85982265,POINT (-73.900026592 40.85982264999999),5013,023703,45.53410440122188
SOBRO PHARMACY INC,-73.926648187,40.811193195,POINT (-73.926648187 40.811193194999994),3184,005100,236.54257193938912
NYRTURE FOOD LLC,-73.934408908,40.714325258,POINT (-73.934408908 40.714325257999995),4752,048100,349.3200491268179
RITE AID OF NEW YORK INC,-73.727793737,40.78575416,POINT (-73.727793737 40.78575416),3932,300700,227.60964495069578
WITTMAN ANDREW J,-79.759032226,42.244460634,POINT (-79.759032226 42.24446063399999),847,036600,7607.546391912405
WAL-MART STORES EAST LP,-77.10634495,42.155373149,POINT (-77.10634495 42.155373149000006),4888,962302,2088.274877400389
CROWN DELI 2 CORPORATION,-73.801244355,40.712740701,POINT (-73.801244355 40.712740701),2073,044800,224.05183859295664
ACME MARKETS INC,-73.847272989,41.163955313,POINT (-73.847272989 41.163955312999995),2617,013402,53.11570345785215
OLD COUNTRY DAIRY BARN INC,-73.490177343,40.771709779,POINT (-73.490177343 40.771709779),1072,519801,311.28573888567945
SPEEDWAY LLC,-73.355958766,40.683128359,POINT (-73.355958766 40.68312835899999),1724,124200,638.3767516856694
DUANE READE ET AL PTRS,-74.00431683,40.707467143,POINT (-74.00431683 40.707467143),1987,001501,230.02609107417956
PAZ PLACE CORP,-73.945615345,40.619267519,POINT (-73.945615345 40.619267519000005),4530,074600,262.4868907703481
BAINS OF DEPEW INC,-78.696471946,42.912405982,POINT (-78.696471946 42.91240598200001),1431,014501,981.8364762477025
DOLGEN NEW YORK LLC,-74.340290138,43.063108567,POINT (-74.340290138 43.063108567),696,971100,276.1054787479545
WESTBRIGHTON DELI GROCERY & GRILL CORP,-74.116211801,40.637070933,POINT (-74.11621180100002 40.637070933000004),3672,013301,280.7118645457685
SUNGLEAM INC,-73.702890516,40.724299262,POINT (-73.702890516 40.724299262),875,404500,465.1042797018966
H&M FOOD CORP I,-73.822318555,40.864498076,POINT (-73.822318555 40.864498076000004),190,030202,192.0833950366394
NKWOCHA LAURETTA,-72.785975017,40.926817609,POINT (-72.785975017 40.926817609000004),354,169706,1335.8520452317089
WAL-MART STORES EAST LP,-78.811575938,42.980265921,POINT (-78.811575938 42.980265921),4272,009302,696.4555524555831
TACURI MINI MARKET INC,-75.217736119,43.098114507,POINT (-75.217736119 43.098114507),753,020803,111.09633295091496
41 AVE ASIAN CONVENIENCE STORE INC,-73.834290008,40.755580231,POINT (-73.834290008 40.755580231),1372,084901,182.23767572718208
TOPS MARKETS LLC,-78.85819205,43.001638843,POINT (-78.85819205 43.001638843),4266,007600,681.6983071766289
CVS ALBANY LLC,-74.129529555,41.113587996,POINT (-74.129529555 41.113587996),3551,012000,889.6513806002246
RSJ GROUP CORP,-72.310549697,40.933686495,POINT (-72.310549697 40.933686494999996),379,190714,2248.275481275891
LA PLAZITA DELI & GROCERY INC,-73.849866518,40.694245403,POINT (-73.849866518 40.694245403000004),2964,002200,201.3058867013799
95 NUTRITION LLC,-77.623964351,43.084368521,POINT (-77.623964351 43.08436852099999),446,013104,791.5731979321189
SUSHILOVER INC,-73.932816598,41.730876482,POINT (-73.932816598 41.73087648199999),452,140101,1087.2632391066195
NOBLE ALTON LENOX,-79.620906599,42.293187688,POINT (-79.620906599 42.293187687999996),282,036500,2429.6246162271223
DOLGEN NEW YORK LLC,-75.410069868,43.719687864,POINT (-75.410069868 43.719687863999994),3445,950401,6621.307092400012
A&D MEXICAN DELI GROCERY CORP,-73.899022357,40.749780038,POINT (-73.899022357 40.749780038000004),2034,029300,242.11961205758112
S & D DELI CORP,-73.764927748,40.681492044,POINT (-73.764927748 40.681492044),3010,033401,333.23278503308245
ICE HOUSE FARM STORE LLC,-73.548750418,44.950037969,POINT (-73.548750418 44.95003796899999),1118,100101,6637.213156503957
WAGNER FARM&MARKET INC,-78.902018591,43.121078658,POINT (-78.902018591 43.12107865800001),174,022715,1308.1268415237116
5 STAR EXPRESS DELI AND GROCERY CORP,-73.950622777,40.658796616,POINT (-73.950622777 40.65879661599999),4715,080400,139.42116793175884
DELANCEYS LUDLOW LLC,-73.989349433,40.718666162,POINT (-73.989349433 40.718666162000005),2606,001800,132.84804325393839
TARRYTOWN AUTOCARE INC,-73.839034947,41.064202288,POINT (-73.839034947 41.064202288),2893,011101,1136.641568246246
CVS ALBANY LLC,-73.328638707,40.837972453,POINT (-73.328638707 40.837972453000006),1716,111801,1137.6770311759542
NEW MAHARAJA SUPERMARKET INC,-73.721737561,40.742678093,POINT (-73.721737561 40.74267809300001),4166,157101,499.0854769237263
SUYDAM BEER & MARKET INC,-73.919312681,40.70629946,POINT (-73.919312681 40.70629945999999),4708,044500,143.4991789052679
ANDYS QUICK STOP INC,-74.040675347,41.127450322,POINT (-74.040675347 41.12745032199999),4140,012206,492.05276085768554
APPLE VALLEY MARKET INC,-73.825045691,40.703793858,POINT (-73.825045691 40.703793858),2208,013800,309.4499824389809
SOHO DELI GROCERY T INC,-74.004969277,40.721385335,POINT (-74.004969277 40.721385334999994),2646,004700,211.7120776895798
PAULMIL CAFE INC,-73.991131593,40.724304878,POINT (-73.991131593 40.724304878),3537,003602,83.26038156850372
FRESH & TASTY SUSHI INC,-72.318066253,40.931956093,POINT (-72.318066253 40.93195609299999),373,190712,2634.3733542669793
FAMILY DOLLAR STORES OF NEW YORK LLC,-77.613339619,42.90534096,POINT (-77.613339619 42.90534096),251,030600,1319.0893376789159
LA FAMILIA MEXICANA GROCERY CORP,-73.865928507,40.691617928,POINT (-73.865928507 40.69161792799999),3002,000200,186.89230289185176
GB LICENSE LLC,-73.93889222,40.624301145,POINT (-73.93889222 40.62430114499999),4778,073800,210.57769861047305
WALGREENS EASTERN CO INC,-73.59270361,40.700232303,POINT (-73.59270361 40.70023230299999),868,407401,499.97169563940247
NORTH COUNTRY CO-OP INC,-73.451755956,44.697824239,POINT (-73.451755956 44.697824239),1122,103100,594.2406835119876
HURLBUT LEON&MELISSA,-76.30468699,43.477712042,POINT (-76.30468699000001 43.47771204199999),3371,021501,954.2846306772343
ESHAL INC,-73.700456411,42.771458203,POINT (-73.700456411 42.771458203),3779,012800,842.3714550765901
JUICE PRESS LLC THE,-73.994472033,40.694723968,POINT (-73.994472033 40.69472396799999),519,000501,122.57103181712351
SALEH SALEH,-73.692586726,42.721387689,POINT (-73.692586726 42.72138768899999),4694,040900,362.52638174301774
CANTON MARKET INC,-77.644702605,43.08033825,POINT (-77.644702605 43.08033824999998),446,013104,989.6152720892228
"DOLLAR TREE STORES, INC",-73.742166689,40.638926141,POINT (-73.742166689 40.63892614099999),1140,411301,813.2825620970779
DOLGEN NEW YORK LLC,-73.767776756,43.492480495,POINT (-73.767776756 43.492480494999995),2542,073000,2612.821948532272
CVS ALBANY LLC,-73.804357889,40.896550846,POINT (-73.804357889 40.896550846),38,005500,407.43675527274587
ALMAR MEAT MARKETS LLC,-77.629241095,43.151745569,POINT (-77.629241095 43.151745569),2806,009601,53.52713808329608
EMPIRE DELI GROCERY INC,-73.918972711,40.807627701,POINT (-73.918972711 40.80762770099999),630,002500,174.82762437647256
DELI HOT FOOD GRILL GROCERY INC,-73.957358894,40.608206047,POINT (-73.957358894 40.608206047),5074,055200,93.7781749509844
H MART HARTSDALE LLC,-73.790453995,41.029696125,POINT (-73.790453995 41.029696125),1231,009100,624.5510182349476
MADHUFALLA INC,-73.996768842,40.720959409,POINT (-73.996768842 40.720959408999995),3594,004100,199.41808399733307
Y&Y FARM CORP,-74.011052527,40.60669018,POINT (-74.011052527 40.606690179999994),5184,017200,250.5716485583538
TARGET CORPORATION,-73.744249006,43.098942094,POINT (-73.744249006 43.098942093999995),4234,061102,2169.863044838834
DEWEY & EMERSON GROCERY INC,-77.639060494,43.173880667,POINT (-77.639060494 43.173880667),5084,002400,272.6446160762196
GRJH INC,-73.677467701,43.298245395,POINT (-73.677467701 43.29824539500001),3927,070802,1196.356423661137
RL FOOD CORP,-73.832908084,40.71523394,POINT (-73.832908084 40.71523394),4149,076902,97.54014365013576
"KPH HEALTHCARE SERVICES, INC.",-76.226144953,43.139938108,POINT (-76.226144953 43.139938108),1247,011101,359.5986765461315
YAHYA SAMIH Q,-77.626106766,43.158106722,POINT (-77.626106766 43.15810672199999),5044,000200,602.3935595627719
EAST END MARKETING CORP,-72.744577049,40.836247877,POINT (-72.744577049 40.836247877000005),1710,159406,2865.9773782865536
439 SONS BEVERAGE CORP,-73.785437529,40.917187959,POINT (-73.785437529 40.917187959),1891,006302,569.0950863341953
ANIMA MUNDI HERBALS LLC,-73.959625193,40.728347218,POINT (-73.959625193 40.72834721800001),5090,056500,260.59373560729836
JUDD-HOWLAND CATTLE LLC,-75.086413489,42.392724591,POINT (-75.086413489 42.39272459099998),4115,591100,6090.759479893966
DOWNTOWN FOOD CORP,-74.000252697,40.71093964,POINT (-74.000252697 40.71093963999999),2621,002700,207.2999590310143
EASY LAUNDRY & CONVENIENCE INC,-76.152333662,43.055399071,POINT (-76.152333662 43.05539907099999),5379,002300,321.6055383620736
IMAFIDON ANTHONY O,-74.081456407,40.624152241,POINT (-74.081456407 40.624152241),4402,002700,429.97267188626904
DOLGEN NEW YORK LLC,-78.772042598,42.829480587,POINT (-78.772042598 42.829480587000006),596,011700,740.3188901284735
JUICE PRESS LLC THE,-73.966376062,40.764477705,POINT (-73.966376062 40.76447770499999),4393,011402,134.16422963315387
OLD WILLIAMSBURG FOOD INC,-73.962341013,40.707254662,POINT (-73.962341013 40.707254662000004),4975,053500,155.49780177871946
KARPATHIAN CORP,-73.994976792,40.63603187,POINT (-73.994976792 40.63603187),4490,022000,51.38383660246065
HENRIETTA VALERO INC,-77.482123271,43.102552892,POINT (-77.482123271 43.102552892000006),5062,012100,1199.073230882879
PRIME MEAT 22 INC,-73.318383365,40.702300789,POINT (-73.318383365 40.702300789),1726,124500,871.0403186278503
STOP & SHOP SUPERMARKET CO LLC THE,-74.13471569,40.625946764,POINT (-74.13471569 40.625946764),4427,020100,215.21516696099255
SIMPLY SUSHI LLC,-73.986709888,40.640728711,POINT (-73.986709888 40.64072871100001),4492,022600,142.68806951626266
9G FOOD MART DELI INC,-73.89828148,41.843391714,POINT (-73.89828148 41.843391714),1095,070101,1998.7395289105325
A&S COMMUNITY MARKET INC,-73.168866305,40.843729983,POINT (-73.168866305 40.843729983),1817,135401,692.164469532448
STEWARTS SHOPS CORP,-73.904800841,41.720551067,POINT (-73.904800841 41.720551067),1020,220300,1491.4511075966461
NEW HAPPINESS FRUITS & VEGETABLES INC,-73.916053127,40.655491338,POINT (-73.916053127 40.655491338),797,089000,172.8277142574505
NAS SUPER DELI INC,-73.924546258,40.664030612,POINT (-73.924546258 40.66403061199999),795,088400,200.10343175192472
YUN SUNG HAN,-73.924273762,40.809867513,POINT (-73.924273762 40.809867513),628,002300,158.56751860930214
WESTERN BEEF RETAIL INC,-73.920409537,40.713930722,POINT (-73.920409537 40.71393072199999),4073,053502,252.512965096398
SPEEDWAY LLC,-78.824152471,42.840625165,POINT (-78.824152471 42.84062516499999),4269,000600,567.5159446176266
HUST ROOST FARM LLC,-76.010036606,42.257464646,POINT (-76.010036606 42.257464646),2530,012000,3102.4522754362383
LUS LICENSING LLC,-73.319970897,40.857991749,POINT (-73.319970897 40.85799174899999),1716,111801,1207.400690462559
FAMILY DOLLAR STORES OF NEW YORK LLC,-75.76854355,43.285033018,POINT (-75.76854355 43.28503301800001),1997,026700,5670.495496661407
FRESH & TASTY SUSHI INC,-73.891833869,40.860365043,POINT (-73.891833869 40.860365043),2737,039902,247.13470539982214
AKIVA GROCERY&POULTRY INC,-73.969009572,40.597589487,POINT (-73.969009572 40.59758948700001),4646,039600,64.7264006080839
HTM FOOD MART CORP,-73.485201929,40.674579614,POINT (-73.485201929 40.674579613999995),848,416000,727.5560571467787
CVS ALBANY LLC,-73.581605467,41.735309587,POINT (-73.581605467 41.735309586999996),1005,040001,2791.4991668178577
COLLAR CITY SWEET SHOPPE LLC,-73.745844133,42.781619347,POINT (-73.745844133 42.781619346999996),1102,013511,612.8836385252237
LUCKY LELAND CORP,-73.864695781,40.83785825,POINT (-73.864695781 40.83785825),5298,021601,37.04415137808339
MYRTLE GAS CORP,-73.879530241,40.70231726,POINT (-73.879530241 40.70231726),2865,062300,255.78104278144679
DARE TO BE DIFFERENT LLC,-73.97342541,40.610028524,POINT (-73.97342541 40.610028524),5069,043800,200.02813834598328
ECKERD CORP,-78.162982668,42.995160973,POINT (-78.162982668 42.99516097299999),4875,950900,745.8464854046398
SK CANDY AND TOBACCO CORP,-73.833387696,40.687728641,POINT (-73.833387696 40.687728641),2192,011000,144.95249089789
MEATS ON MAIN LLC,-75.068626839,43.037633124,POINT (-75.068626839 43.037633124),651,010201,342.9424679729096
AZ DELIGHTS INC,-73.324353291,40.69607555,POINT (-73.324353291 40.69607555000001),1755,124602,617.9214791742057
WALGREEN EASTERN CO INC,-73.871960376,41.702831011,POINT (-73.871960376 41.702831010999994),3461,140201,534.6245299143234
PASTA SHOPPE OF UTICA INC,-75.224098319,43.083095561,POINT (-75.224098319 43.083095561),642,021303,476.63293388358767
ECUA MINI MARKET LLC,-73.783677981,42.640153092,POINT (-73.783677981 42.640153092),4863,002000,606.6065021649233
TRADER JOES EAST INC,-73.501628951,40.78175243,POINT (-73.501628951 40.78175243),1048,519601,408.85213408511345
529 HIGHLAND GAS & REPAIR INC,-73.919974935,41.297007967,POINT (-73.91997493500001 41.297007967),85,014200,622.5370076851012
STEWARTS SHOPS CORP,-73.697526769,42.644328243,POINT (-73.697526769 42.644328243),3759,051602,2382.5015666706868
MEXICO AZTECA FOODS CORP,-74.076414776,40.625601556,POINT (-74.076414776 40.62560155599999),4402,002700,223.623988681394
STEWARTS SHOPS CORP,-73.8185441,42.702305365,POINT (-73.8185441 42.702305364999994),4017,014001,352.51583603777976
NEWELITE GAS INC,-73.700772982,42.735791304,POINT (-73.700772982 42.735791303999996),3821,013200,773.8306968642991
CHOPPED CHEESE 2 CORP,-73.949888858,40.650922112,POINT (-73.949888858 40.650922111999996),4953,082400,234.66105191102244
VALLEY PARK HALAL MEAT INC,-73.709426892,40.677782339,POINT (-73.709426892 40.67778233899999),1066,409900,653.4257402529774
MONTER SEAFOOD CORP,-73.862189508,40.884317169,POINT (-73.862189508 40.884317168999985),2733,039200,243.21946787991627
MIRABITO HOLDINGS INC,-75.613923201,42.056281116,POINT (-75.613923201 42.05628111599999),81,012501,2297.33656837355
FRESH FOOD DELI & GRILL CORP,-73.885924292,40.935556037,POINT (-73.885924292 40.935556037000005),792,001000,178.3824734084673
ASEEL DELI & GROCERY INC,-75.232644591,43.09605545,POINT (-75.232644591 43.096055449999994),593,020300,497.88939271128623
CIRCLE 3 BATAVIA INC,-78.163458341,42.982290854,POINT (-78.163458341 42.982290854),1205,951000,815.3474224623695
ORCHARD OF VICTOR INC THE,-77.414578375,42.952321946,POINT (-77.414578375 42.95232194599999),4323,050106,1512.1988256848404
ADAMS FAIRACRE FARMS INC,-73.87797984,41.700524982,POINT (-73.87797984 41.700524982),3461,140201,1074.2445526613596
GENOVESE DRUG STORES INC,-73.56563023,40.723191342,POINT (-73.56563023 40.723191342),908,408000,957.8058109757172
PITTSFORD FARMS DAIRY INC,-77.512760971,43.094067389,POINT (-77.512760971 43.094067389),2861,012202,1362.3110301077545
STANS SEAFOOD INC,-75.472566008,43.218172781,POINT (-75.472566008 43.218172781),779,022000,787.5257071874563
ALEX DELI PLAZA INC,-73.578892496,40.671135239,POINT (-73.578892496 40.671135239),5408,414002,377.49223089982047
BLOOMFIELD SNS FOOD INC,-77.416776194,42.898131894,POINT (-77.416776194 42.898131894),4305,050501,574.5139659959157
LUS LICENSING LLC,-73.954412487,40.806055507,POINT (-73.954412487 40.806055507),133,020102,217.9884405464225
EL SITIO DELI GROCERY CORP,-73.89471431,40.828235615,POINT (-73.89471431 40.82823561499999),679,012500,109.87589210894481
DAVIDS KOSHER MEAT STORE INC,-73.857391707,40.73233516,POINT (-73.857391707 40.73233515999999),1518,071701,237.83233830305699
MAHIMA ONE CORP,-76.245247562,43.095434226,POINT (-76.245247562 43.095434225999995),5398,012800,1167.6600224509239
TA OPERATING LLC,-76.845519904,42.965401026,POINT (-76.845519904 42.965401025999995),564,950100,2012.9623845887713
VERONA OIL CO INC,-74.917543537,42.275868287,POINT (-74.917543537 42.275868287),156,970800,704.1704486315211
19219 DELI & GRILL CORP,-73.758739472,40.692796759,POINT (-73.758739472 40.692796759),2385,052800,137.49334073134042
