County,median_income,white_pop,black_pop,asian_pop,hispanic_pop,tract,total_pop,white_percent,black_percent,asian_percent,hispanic_percent,county_tract,tract_y,nearest_store,distance_to_nearest_store,nearest_store_name
MONROE,33816.0,249.0,1225.0,30.0,567.0,5500,2071.0,12.02317720907774,59.150169000482855,1.448575567358764,27.37807822308064,MONROE_5500,5500,7920,173.87145432720453,NICE N EASY FOOD INC
MONROE,22756.0,462.0,1226.0,0.0,567.0,5600,2255.0,20.48780487804878,54.368070953436806,0.0,25.144124168514416,MONROE_5600,5600,9049,67.11197132237017,JUSTINIANO MAYRA
MONROE,46168.0,276.0,726.0,0.0,481.0,5700,1483.0,18.61092380310182,48.95482130815913,0.0,32.43425488873905,MONROE_5700,5700,18772,33.22724930273812,BEER N MORE INC
MONROE,35839.0,971.0,2607.0,30.0,809.0,5800,4417.0,21.983246547430383,59.02196060674666,0.6791940230925968,18.31559882273036,MONROE_5800,5800,14859,110.11472149212553,ROYAL PALACE DELI LLC
MONROE,31705.0,246.0,662.0,130.0,325.0,5900,1363.0,18.04842259721203,48.56933235509905,9.537784299339693,23.84446074834923,MONROE_5900,5900,10058,312.3159714106928,EAST MAIN EXPRESS INC
MONROE,47204.0,2007.0,986.0,46.0,214.0,6000,3253.0,61.69689517368583,30.310482631417152,1.414079311404857,6.578542883492161,MONROE_6000,6000,6368,236.94438376062917,HENRYS CONVENIENCE MARKET INC
MONROE,81842.0,1950.0,194.0,0.0,64.0,6100,2208.0,88.31521739130434,8.78623188405797,0.0,2.898550724637681,MONROE_6100,6100,9693,605.9042178081784,DOLLAR TREE STORES INC
MONROE,65150.0,943.0,1574.0,0.0,198.0,6200,2715.0,34.73296500920811,57.974217311233886,0.0,7.292817679558011,MONROE_6200,6200,13276,412.8704930003928,TASSE BELETE A
MONROE,55689.0,521.0,2659.0,13.0,111.0,6300,3304.0,15.768765133171916,80.47820823244552,0.3934624697336562,3.3595641646489103,MONROE_6300,6300,8762,489.0199079695112,HARRIS VERGEL
MONROE,33576.0,68.0,1888.0,0.0,115.0,6400,2071.0,3.283437952679865,91.16368903911156,0.0,5.552873008208595,MONROE_6400,6400,17943,133.75174069866063,A&Z FOOD MART INC
MONROE,14383.0,198.0,1239.0,9.0,236.0,6500,1682.0,11.771700356718192,73.66230677764565,0.535077288941736,14.030915576694412,MONROE_6500,6500,5020,161.9927797926147,NEIGHBORHOOD MINI MKT&GRCY INC
MONROE,37898.0,371.0,1543.0,0.0,154.0,6600,2068.0,17.940038684719536,74.61315280464217,0.0,7.446808510638298,MONROE_6600,6600,3232,142.60159935799354,GOLDEN STAR CONVENIENCE INC
MONROE,49750.0,871.0,2215.0,0.0,735.0,6700,3821.0,22.795079822036115,57.969118031928815,0.0,19.23580214603507,MONROE_6700,6700,8341,535.6714494470027,MAKLAN FOOD INC
MONROE,59437.0,666.0,2041.0,8.0,180.0,6800,2895.0,23.00518134715026,70.50086355785837,0.2763385146804836,6.217616580310881,MONROE_6800,6800,4643,395.3357693984388,ANGELOS GROCERY & DELI INC
MONROE,30411.0,434.0,1213.0,18.0,161.0,6900,1826.0,23.767798466593646,66.42935377875136,0.9857612267250824,8.817086527929902,MONROE_6900,6900,2674,225.13612712227825,SALAH GARDEN MARKET INC
MONROE,52333.0,1560.0,1228.0,97.0,94.0,7000,2979.0,52.36656596173213,41.22188653910708,3.256126216851293,3.1554212823095,MONROE_7000,7000,20758,183.11385595590863,MILLENNIUM MINI MART INC
MONROE,46250.0,677.0,2375.0,107.0,61.0,7100,3220.0,21.02484472049689,73.75776397515527,3.322981366459627,1.894409937888199,MONROE_7100,7100,20957,375.1520149909424,FAMILY DOLLAR STORES OF NEW YORK LLC
MONROE,35800.0,285.0,2205.0,0.0,302.0,7500,2792.0,10.207736389684817,78.9756446991404,0.0,10.816618911174784,MONROE_7500,7500,1714,346.6581171309886,AZOGI IBRAHIM
MONROE,86591.0,2258.0,272.0,35.0,140.0,7600,2705.0,83.47504621072088,10.055452865064694,1.2939001848428835,5.175600739371535,MONROE_7600,7600,16781,446.6104408809092,PEMM LLC
MONROE,58681.0,1826.0,479.0,81.0,197.0,7700,2583.0,70.69299264421215,18.54432830042586,3.1358885017421603,7.626790553619822,MONROE_7700,7700,6093,196.83247490108857,CVS ALBANY LLC
MONROE,73462.0,2184.0,45.0,43.0,186.0,7801,2458.0,88.85272579332792,1.8307567127746132,1.7493897477624083,7.5671277461350686,MONROE_7801,7801,15414,492.3864642256757,SAGER BEER WORKS LLC
MONROE,106500.0,1424.0,69.0,5.0,68.0,7802,1566.0,90.9323116219668,4.406130268199234,0.3192848020434227,4.342273307790549,MONROE_7802,7802,20798,698.7037036100052,LASPINA GUY
MONROE,24522.0,497.0,970.0,14.0,586.0,7900,2067.0,24.044508950169327,46.92791485244315,0.6773101112723754,28.350266086115145,MONROE_7900,7900,18888,200.38303220258305,NORTH EXPRESS CORP
MONROE,26622.0,498.0,878.0,9.0,940.0,8000,2325.0,21.41935483870968,37.763440860215056,0.3870967741935484,40.43010752688172,MONROE_8000,8000,7299,245.04466236737565,ALMUGANNAHI ABDULLA J
MONROE,37639.0,1653.0,2050.0,189.0,1797.0,8100,5689.0,29.056073123571807,36.03445245210055,3.3222007382668304,31.58727368606082,MONROE_8100,8100,7591,371.2052591770631,LUCKY BEVERAGES WHOLESALE INC
MONROE,37384.0,901.0,1454.0,13.0,1182.0,8200,3550.0,25.380281690140844,40.95774647887324,0.3661971830985915,33.29577464788732,MONROE_8200,8200,13524,328.8257354732816,MOBIL GAS PLUS INC
MONROE,38837.0,2156.0,1885.0,7.0,1505.0,8301,5553.0,38.82585989555196,33.94561498289213,0.12605798667387,27.102467134882048,MONROE_8301,8301,19706,356.74785772816324,FAMILY DOLLAR STORES OF NEW YORK LLC
MONROE,35114.0,960.0,1524.0,0.0,1111.0,8400,3595.0,26.70375521557719,42.39221140472879,0.0,30.904033379694017,MONROE_8400,8400,10784,363.28435587852994,A&Z MARKET CORP
MONROE,35886.0,2532.0,417.0,43.0,516.0,8500,3508.0,72.17787913340935,11.887115165336375,1.225769669327252,14.709236031927023,MONROE_8500,8500,7844,344.17993597878126,AB GREWAL INC
MONROE,48613.0,3187.0,750.0,0.0,872.0,8600,4809.0,66.27157413183615,15.595757953836555,0.0,18.132667914327303,MONROE_8600,8600,6332,847.3413223477945,SKSSARABHA INC
MONROE,28421.0,475.0,642.0,27.0,414.0,8702,1558.0,30.48780487804878,41.206675224646986,1.7329910141206677,26.57252888318357,MONROE_8702,8702,8729,291.1125710374365,WEGMAN MICHAEL G
MONROE,37136.0,2638.0,2206.0,380.0,1272.0,8801,6496.0,40.60960591133005,33.95935960591133,5.84975369458128,19.58128078817734,MONROE_8801,8801,5813,356.16411543435817,EVERFRESH GREENS CORP
MONROE,12323.0,314.0,429.0,1.0,606.0,9200,1350.0,23.25925925925926,31.77777777777778,0.074074074074074,44.888888888888886,MONROE_9200,9200,16232,470.0626902975644,FAMILY DOLLAR STORES OF NEW YORK LLC
MONROE,20588.0,521.0,1072.0,5.0,930.0,9301,2528.0,20.609177215189877,42.40506329113924,0.1977848101265822,36.78797468354431,MONROE_9301,9301,818,392.5624793479535,HUDSON SAV MORE LLC
MONROE,42882.0,1646.0,203.0,93.0,234.0,9302,2176.0,75.64338235294117,9.32904411764706,4.27389705882353,10.753676470588236,MONROE_9302,9302,12209,181.4757422406934,APUY & ENTREPRENEURS LTD
MONROE,75052.0,1221.0,108.0,110.0,105.0,9402,1544.0,79.08031088082902,6.994818652849741,7.124352331606218,6.800518134715026,MONROE_9402,9402,20207,187.25036959489907,ASHEEMA LLC
MONROE,68043.0,211.0,61.0,0.0,13.0,9404,285.0,74.03508771929825,21.403508771929825,0.0,4.56140350877193,MONROE_9404,9404,2256,475.0099339088126,MIDTOWN MINI MART LLC
MONROE,39832.0,1851.0,1225.0,26.0,302.0,9500,3404.0,54.37720329024677,35.98707403055229,0.763807285546416,8.871915393654524,MONROE_9500,9500,19576,435.68330134135584,GUERRA DEMETRIO
MONROE,18588.0,661.0,849.0,10.0,276.0,9601,1796.0,36.80400890868597,47.27171492204899,0.5567928730512249,15.367483296213807,MONROE_9601,9601,10689,53.52713808329608,ALMAR MEAT MARKETS LLC
MONROE,23878.0,283.0,1084.0,94.0,331.0,9602,1792.0,15.792410714285715,60.49107142857143,5.245535714285714,18.470982142857142,MONROE_9602,9602,17830,52.56060207665553,MAPLE MART & DELI INC
MONROE,22313.0,1198.0,896.0,79.0,1154.0,9605,3327.0,36.00841599038173,26.93116922152089,2.374511571986775,34.68590321611061,MONROE_9605,9605,11450,217.7786746170597,SD MART INC
MONROE,61571.0,3061.0,275.0,0.0,352.0,10100,3688.0,82.99891540130152,7.456616052060736,0.0,9.544468546637743,MONROE_10100,10100,23371,337.2160390328225,NELSON NICOLE
MONROE,102917.0,3911.0,0.0,88.0,142.0,10200,4141.0,94.44578604201882,0.0,2.1250905578362715,3.429123400144893,MONROE_10200,10200,23371,1310.8057255968995,NELSON NICOLE
MONROE,86563.0,3592.0,93.0,6.0,48.0,10300,3739.0,96.0684675046804,2.4872960684675047,0.1604707140946777,1.2837657127574218,MONROE_10300,10300,9549,897.9217529843252,PEMM LLC
MONROE,70404.0,4235.0,431.0,55.0,862.0,10400,5583.0,75.85527494178757,7.719863872469998,0.985133440802436,15.439727744939995,MONROE_10400,10400,4018,584.4919458151633,DOLGEN NEW YORK LLC
MONROE,89194.0,4388.0,28.0,0.0,73.0,10500,4489.0,97.7500556916908,0.623746936957006,0.0,1.6261973713521942,MONROE_10500,10500,4671,1065.3366090858715,MRC 414 INC
MONROE,45625.0,2250.0,111.0,211.0,290.0,10601,2862.0,78.61635220125787,3.878406708595388,7.37246680642907,10.13277428371768,MONROE_10601,10601,8918,450.7445282581191,ALDI INC
MONROE,63650.0,3009.0,384.0,96.0,552.0,10602,4041.0,74.46176688938382,9.502598366740903,2.3756495916852263,13.659985152190051,MONROE_10602,10602,23382,556.75253320239,FAMILY DOLLAR STORES OF NEW YORK LLC
MONROE,52955.0,2675.0,106.0,262.0,433.0,10700,3476.0,76.95627157652474,3.049482163406214,7.537399309551208,12.456846950517836,MONROE_10700,10700,18606,129.84000759796464,SARAY MARKET CORP
MONROE,82984.0,2833.0,106.0,30.0,119.0,10800,3088.0,91.74222797927462,3.432642487046632,0.9715025906735753,3.853626943005181,MONROE_10800,10800,14988,803.3856852504548,AMANS FARM & MARKET INC
MONROE,40780.0,2537.0,706.0,92.0,690.0,10901,4025.0,63.03105590062111,17.540372670807454,2.2857142857142856,17.142857142857142,MONROE_10901,10901,13649,527.389552485208,ECKERD CORP
MONROE,40488.0,2369.0,700.0,147.0,521.0,10902,3737.0,63.3930960663634,18.73160289001873,3.933636606903933,13.94166443671394,MONROE_10902,10902,19475,814.5972510277069,PEMM LLC
MONROE,81197.0,3766.0,385.0,20.0,719.0,11000,4890.0,77.01431492842535,7.873210633946829,0.408997955010225,14.703476482617589,MONROE_11000,11000,21438,1256.5585289448811,YUVRAJ 09 INC
MONROE,77847.0,3484.0,481.0,46.0,316.0,11100,4327.0,80.51767968569447,11.116246822278717,1.0630922116940142,7.302981280332794,MONROE_11100,11100,21438,561.9135541947235,YUVRAJ 09 INC
MONROE,83500.0,2890.0,78.0,429.0,107.0,11201,3504.0,82.47716894977168,2.2260273972602738,12.243150684931509,3.0536529680365296,MONROE_11201,11201,23098,676.5824853551361,ALLOCCO ENTERPRISES INC
MONROE,96250.0,1955.0,10.0,0.0,26.0,11203,1991.0,98.19186338523356,0.5022601707684581,0.0,1.3058764439979909,MONROE_11203,11203,19137,2465.966254860124,MAYERS CIDER MILL INC
MONROE,108813.0,5128.0,181.0,158.0,93.0,11205,5560.0,92.23021582733811,3.2553956834532376,2.841726618705036,1.6726618705035974,MONROE_11205,11205,16709,558.2309502917144,HERMAN FARMS INC
MONROE,66667.0,4249.0,209.0,72.0,300.0,11207,4830.0,87.97101449275362,4.3271221532091095,1.4906832298136643,6.211180124223603,MONROE_11207,11207,23294,1442.8726783010788,OASIS GROCERY HOUSE INC
MONROE,53243.0,3882.0,55.0,89.0,425.0,11209,4451.0,87.21635587508425,1.2356773758705908,1.999550662772411,9.548416086272749,MONROE_11209,11209,693,903.9733394275354,WALGREEN EASTERN CO INC
MONROE,78654.0,669.0,26.0,57.0,0.0,11210,752.0,88.9627659574468,3.4574468085106385,7.579787234042554,0.0,MONROE_11210,11210,3312,8.037526294902378,CVS ALBANY LLC
MONROE,105542.0,5499.0,55.0,57.0,40.0,11302,5651.0,97.31021058219784,0.973279065652097,1.0086710316758096,0.7078393204742524,MONROE_11302,11302,19137,1784.3510226534213,MAYERS CIDER MILL INC
MONROE,116414.0,4444.0,66.0,38.0,178.0,11304,4726.0,94.03300888700804,1.3965298349555648,0.8040626322471436,3.766398645789251,MONROE_11304,11304,17663,3376.8407594097807,A PLUS CONVENIENCE STORES INC
MONROE,107734.0,2851.0,317.0,128.0,241.0,11401,3537.0,80.60503251342946,8.962397512015832,3.618886061634153,6.813683912920554,MONROE_11401,11401,1145,1242.4562978142735,COSTANZA SAUSAGE INC
MONROE,71824.0,3788.0,69.0,46.0,108.0,11402,4011.0,94.4402892046871,1.7202692595362752,1.1468461730241837,2.692595362752431,MONROE_11402,11402,280,911.6516368248656,PBRS WEBSTER INC
MONROE,47101.0,2445.0,195.0,301.0,352.0,11403,3293.0,74.24840570907986,5.921651989067719,9.140601275432736,10.689341026419678,MONROE_11403,11403,361,385.0056120648693,BROIKOU MICHAEL
MONROE,101807.0,5205.0,98.0,48.0,182.0,11503,5533.0,94.07193204409904,1.7711910356045544,0.867522139887945,3.289354780408458,MONROE_11503,11503,18188,1420.6093552400143,FASTRAC EG LLC
MONROE,126125.0,7231.0,6.0,296.0,257.0,11504,7790.0,92.82413350449296,0.0770218228498074,3.7997432605905006,3.299101412066753,MONROE_11504,11504,17844,2119.3675624823463,SCHUTTS APPLE MILL&COUNTRY STORE INC
MONROE,88487.0,5035.0,35.0,250.0,192.0,11505,5512.0,91.34615384615384,0.634978229317852,4.535558780841799,3.483309143686502,MONROE_11505,11505,6042,1555.2707425287836,KRAPF CHRISTIAN AND KRAPF CHRISTINA
MONROE,128542.0,3516.0,24.0,344.0,46.0,11506,3930.0,89.46564885496183,0.6106870229007634,8.753180661577609,1.1704834605597965,MONROE_11506,11506,17844,2039.118903619746,SCHUTTS APPLE MILL&COUNTRY STORE INC
MONROE,100625.0,4360.0,84.0,11.0,147.0,11507,4602.0,94.74141677531507,1.8252933507170797,0.2390265102129508,3.194263363754889,MONROE_11507,11507,796,45.78002951855763,DELTA-SONIC CARWASH SYSTEMS INC
MONROE,78763.0,4974.0,251.0,134.0,244.0,11601,5603.0,88.77387114046047,4.479742994824202,2.391575941459932,4.354809923255399,MONROE_11601,11601,23698,1163.3725165818907,TARGET CORPORATION
MONROE,33542.0,1065.0,0.0,14.0,94.0,11603,1173.0,90.7928388746803,0.0,1.1935208866155158,8.013640238704177,MONROE_11603,11603,2623,632.7139805579523,DOLLAR TREE STORES INC
MONROE,108063.0,2470.0,69.0,32.0,34.0,11604,2605.0,94.8176583493282,2.648752399232245,1.2284069097888677,1.3051823416506718,MONROE_11604,11604,24133,907.0238312058966,CLOVER NURSER&GARDEN CENTER INC
MONROE,79605.0,1804.0,120.0,65.0,220.0,11605,2209.0,81.66591217745585,5.432322317790855,2.942507922136713,9.959257582616567,MONROE_11605,11605,17201,1151.093221540521,EUROPA DELI & CAFE INC
MONROE,91111.0,2069.0,5.0,65.0,121.0,11705,2260.0,91.54867256637168,0.2212389380530973,2.8761061946902653,5.353982300884956,MONROE_11705,11705,10854,260.76993672019825,640 PITTSFORD VICTOR LLC
MONROE,115323.0,6379.0,32.0,203.0,312.0,11707,6926.0,92.10222350563096,0.4620271440947155,2.930984695350852,4.504764654923477,MONROE_11707,11707,20512,1326.49332105977,OZNOR CORP
MONROE,165379.0,3274.0,31.0,161.0,85.0,11708,3551.0,92.19938045620952,0.8729935229512813,4.533934103069558,2.3936919177696425,MONROE_11708,11708,12139,2007.204025404297,JOES KWIK MARTS LLC
MONROE,191875.0,2627.0,3.0,148.0,86.0,11709,2864.0,91.72486033519552,0.1047486033519553,5.167597765363128,3.002793296089385,MONROE_11709,11709,6305,3106.445474734596,A PLUS CONVENIENCE STORES INC
MONROE,99914.0,5989.0,134.0,179.0,643.0,11710,6945.0,86.23470122390209,1.929445644348452,2.5773938084953203,9.25845932325414,MONROE_11710,11710,6305,1361.1778586088767,A PLUS CONVENIENCE STORES INC
MONROE,96319.0,1691.0,7.0,50.0,8.0,11711,1756.0,96.29840546697038,0.3986332574031891,2.847380410022779,0.4555808656036446,MONROE_11711,11711,9869,453.398114433594,MALCHOS 650 MOSELEY RD LLC
MONROE,89290.0,4889.0,83.0,190.0,167.0,11712,5329.0,91.74329142428222,1.5575154813285796,3.5653968849690374,3.133796209420154,MONROE_11712,11712,3408,1004.4511026670082,WEGMANS FOOD MARKETS INC
MONROE,79927.0,5329.0,5.0,6.0,132.0,11800,5472.0,97.38669590643276,0.0913742690058479,0.1096491228070175,2.4122807017543857,MONROE_11800,11800,1783,53.63599904275711,WNY FAIRPORT INC
MONROE,61232.0,4868.0,622.0,213.0,340.0,11901,6043.0,80.55601522422637,10.292900877047824,3.524739367863644,5.626344530862155,MONROE_11901,11901,494,1308.8088624790505,CVS ALBANY LLC
MONROE,123949.0,1883.0,70.0,67.0,57.0,11903,2077.0,90.65960519980742,3.370245546461242,3.225806451612903,2.74434280211844,MONROE_11903,11903,3408,1404.480803841736,WEGMANS FOOD MARKETS INC
MONROE,83975.0,3897.0,6.0,71.0,15.0,11904,3989.0,97.69365755828528,0.1504136375031336,1.779894710453748,0.376034093757834,MONROE_11904,11904,2874,1374.16142042927,POWERS ROGER S
MONROE,60690.0,2194.0,218.0,56.0,268.0,12000,2736.0,80.19005847953217,7.967836257309941,2.046783625730994,9.7953216374269,MONROE_12000,12000,13582,695.1440989137379,SAN FILLIPO DEBBIE
MONROE,57407.0,3520.0,8.0,10.0,50.0,12100,3588.0,98.10479375696768,0.2229654403567447,0.2787068004459309,1.3935340022296543,MONROE_12100,12100,23071,500.5130104125158,M&S PARTNERS INC
MONROE,122955.0,5234.0,267.0,228.0,331.0,12201,6060.0,86.36963696369637,4.405940594059405,3.762376237623762,5.462046204620462,MONROE_12201,12201,16686,1853.470633194379,MICHAEL BLOCH ASSOCIATES INC
MONROE,102380.0,3296.0,303.0,104.0,54.0,12202,3757.0,87.72957146659569,8.06494543518765,2.768166089965398,1.4373170082512643,MONROE_12202,12202,2874,1325.607474241397,POWERS ROGER S
MONROE,102115.0,5187.0,44.0,507.0,220.0,12301,5958.0,87.05941591137966,0.7385028533064787,8.50956696878147,3.6925142665323936,MONROE_12301,12301,16686,928.0732625086454,MICHAEL BLOCH ASSOCIATES INC
MONROE,139766.0,3929.0,14.0,275.0,142.0,12304,4360.0,90.11467889908256,0.3211009174311927,6.307339449541284,3.2568807339449544,MONROE_12304,12304,5299,2409.6470906012305,WALGREEN EASTERN CO INC
MONROE,172125.0,3472.0,144.0,496.0,191.0,12305,4303.0,80.6878921682547,3.346502440158029,11.5268417383221,4.438763653265164,MONROE_12305,12305,5299,3413.044415384612,WALGREEN EASTERN CO INC
MONROE,167500.0,1484.0,0.0,577.0,54.0,12307,2115.0,70.16548463356975,0.0,27.28132387706856,2.553191489361702,MONROE_12307,12307,5489,4472.889617095009,DOLLAR TREE STORES INC
MONROE,134954.0,3221.0,4.0,350.0,0.0,12308,3575.0,90.0979020979021,0.1118881118881118,9.79020979020979,0.0,MONROE_12308,12308,13509,2824.4617971211023,TRADER JOES EAST INC
MONROE,79853.0,2961.0,30.0,19.0,13.0,12401,3023.0,97.94905722791928,0.9923916639100232,0.628514720476348,0.4300363876943433,MONROE_12401,12401,14733,658.4373522588513,FAMILY DOLLAR STORES OF NEW YORK LLC
MONROE,131285.0,5609.0,99.0,71.0,224.0,12402,6003.0,93.43661502582044,1.6491754122938531,1.1827419623521571,3.731467599533567,MONROE_12402,12402,21516,2885.519117124083,MENDON SUPERMARKET LLC
MONROE,80909.0,3756.0,59.0,166.0,221.0,12500,4202.0,89.38600666349357,1.4040932889100428,3.950499762018087,5.259400285578296,MONROE_12500,12500,9901,1861.532290213496,UNITED REFINING CO OF PA INC
MONROE,66906.0,4344.0,58.0,163.0,191.0,12600,4756.0,91.3372582001682,1.2195121951219512,3.427249789739277,4.015979814970564,MONROE_12600,12600,11050,1715.198759467487,CAC-ROC LLC
MONROE,105757.0,3204.0,86.0,158.0,242.0,12700,3690.0,86.82926829268293,2.330623306233062,4.281842818428185,6.558265582655827,MONROE_12700,12700,7994,445.2481715920578,PEMM LLC
MONROE,62300.0,3725.0,315.0,220.0,363.0,12800,4623.0,80.57538394981614,6.81375730045425,4.758814622539476,7.852044127190136,MONROE_12800,12800,10156,797.2817169606674,MESSALTI RACHID
MONROE,91048.0,4295.0,196.0,674.0,134.0,12900,5299.0,81.05302887337234,3.6988110964332894,12.719381015285904,2.528779014908473,MONROE_12900,12900,14038,953.5626838548528,SPEEDWAY LLC
MONROE,124330.0,1127.0,83.0,90.0,157.0,13003,1457.0,77.35072065888812,5.696636925188744,6.177076183939602,10.775566231983529,MONROE_13003,13003,11050,1054.3654932878494,CAC-ROC LLC
MONROE,69959.0,3769.0,663.0,558.0,54.0,13004,5044.0,74.72244250594767,13.144329896907218,11.06264869151467,1.070578905630452,MONROE_13004,13004,11938,1490.2407351130817,ANZ ROC EA1 LLC
MONROE,54483.0,3099.0,1009.0,838.0,312.0,13005,5258.0,58.93875998478509,19.189806009889693,15.937618866489158,5.933815138836059,MONROE_13005,13005,541,1123.8662254294186,MONROE COMMUNITY COLLEGE ASSOC INC
MONROE,51686.0,1519.0,256.0,524.0,28.0,13006,2327.0,65.27718091963902,11.001289213579716,22.51826385904598,1.2032660077352817,MONROE_13006,13006,2560,1150.1369025284644,SPEEDWAY LLC
MONROE,70089.0,5166.0,425.0,532.0,729.0,13101,6852.0,75.3940455341506,6.2025685931115,7.764156450671336,10.639229422066547,MONROE_13101,13101,13697,459.64751658745377,ROCHESTER GAS STATION INC
MONROE,71198.0,5103.0,355.0,1246.0,351.0,13103,7055.0,72.33167965981573,5.031892274982282,17.66123316796598,4.975194897236003,MONROE_13103,13103,812,388.4908734624785,ROCHESTER INSTITUTE OF TECHNOLOGY
MONROE,51042.0,2787.0,885.0,439.0,35.0,13104,4146.0,67.22141823444284,21.34587554269175,10.588519054510371,0.844187168355041,MONROE_13104,13104,5907,348.73868648275624,TARGET CORPORATION
MONROE,73240.0,5094.0,375.0,422.0,245.0,13203,6136.0,83.01825293350717,6.111473272490222,6.877444589308997,3.9928292046936114,MONROE_13203,13203,9523,1463.6419724629052,JOES KWIK MARTS LLC
MONROE,66913.0,3669.0,570.0,935.0,399.0,13205,5573.0,65.83527722949937,10.227884442849453,16.777319217656558,7.1595191099946165,MONROE_13205,13205,3315,2016.9100910988573,WESTEN TRUCK STOP INC
MONROE,91379.0,5121.0,900.0,1043.0,124.0,13206,7188.0,71.24373956594324,12.520868113522535,14.510294936004453,1.725097384529772,MONROE_13206,13206,15677,1054.8031420392597,APJJ INC
MONROE,99020.0,5473.0,380.0,288.0,205.0,13207,6346.0,86.24330286794832,5.9880239520958085,4.538291837377876,3.230381342578001,MONROE_13207,13207,4205,3000.070400038954,HENRIETTA VALERO INC
MONROE,55000.0,1943.0,163.0,298.0,19.0,13208,2423.0,80.18984729673959,6.727197688815519,12.29880313660751,0.7841518778373916,MONROE_13208,13208,10095,1019.0338351013744,PEMM LLC
MONROE,96458.0,3252.0,137.0,33.0,47.0,13300,3469.0,93.7445949841453,3.949264917843759,0.9512827904295186,1.3548573075814356,MONROE_13300,13300,24082,2794.2920676464546,N&I MARKET INC
MONROE,48772.0,2961.0,524.0,74.0,377.0,13401,3936.0,75.22865853658537,13.3130081300813,1.8800813008130084,9.578252032520323,MONROE_13401,13401,17214,953.5790712570138,RIVER MINI MARKET INC
MONROE,80938.0,3122.0,143.0,0.0,111.0,13402,3376.0,92.47630331753555,4.235781990521327,0.0,3.287914691943128,MONROE_13402,13402,11603,979.1498747843692,YOSHA INC
MONROE,91849.0,5175.0,50.0,83.0,213.0,13503,5521.0,93.733019380547,0.9056330374932078,1.503350842238725,3.857996739721065,MONROE_13503,13503,9475,1726.931319783771,STEVES CONVIENIENCE INC
MONROE,52872.0,3205.0,93.0,34.0,783.0,13505,4115.0,77.88578371810449,2.260024301336573,0.8262454434993926,19.027946537059535,MONROE_13505,13505,196,729.6342141251386,ALPHA EUROPEAN GROCERY INC
MONROE,100711.0,5242.0,364.0,264.0,193.0,13507,6063.0,86.45884875474188,6.003628566716148,4.354280059376546,3.183242619165429,MONROE_13507,13507,12486,638.6066676755509,COUNTRYSIDE CONVENIENCE INC
MONROE,89074.0,3760.0,74.0,29.0,166.0,13508,4029.0,93.32340531149168,1.8366840407048897,0.7197815835194837,4.120129064283941,MONROE_13508,13508,11318,510.88969799700334,GO GREEN EXPRESS INC
MONROE,96288.0,2513.0,23.0,94.0,17.0,13509,2647.0,94.9376652814507,0.8689081979599547,3.551190026445032,0.6422364941443143,MONROE_13509,13509,2968,1076.246870185589,DELLS MARKET & DELI LLC
MONROE,86505.0,3235.0,9.0,262.0,0.0,13510,3506.0,92.27039361095264,0.2567027952082145,7.472903593839134,0.0,MONROE_13510,13510,13806,1100.772016779171,BOZZA PASTA LLC
MONROE,74206.0,1351.0,512.0,302.0,3.0,13511,2168.0,62.31549815498156,23.616236162361623,13.92988929889299,0.1383763837638376,MONROE_13511,13511,10189,1845.7235352287737,SPEEDWAY LLC
MONROE,58357.0,3515.0,206.0,80.0,677.0,13601,4478.0,78.49486377847253,4.6002679767753465,1.786511835640911,15.118356409111213,MONROE_13601,13601,11244,540.1306453740634,A PLUS CONVENIENCE STORES INC
MONROE,82672.0,4710.0,209.0,58.0,236.0,13603,5213.0,90.35104546326492,4.009207749856128,1.1126031076155765,4.52714367926338,MONROE_13603,13603,18652,1654.0178636303417,EDWIN A REIK INC
MONROE,47368.0,4070.0,1806.0,99.0,540.0,13604,6515.0,62.4712202609363,27.720644666155025,1.5195702225633154,8.288564850345356,MONROE_13604,13604,13063,1562.3098248949989,ALDI INC
MONROE,56638.0,1753.0,231.0,0.0,138.0,13701,2122.0,82.61074458058435,10.885956644674836,0.0,6.503298774740811,MONROE_13701,13701,6351,948.0772129162624,LAKE STOP & GO INC
MONROE,65958.0,3411.0,136.0,1.0,297.0,13702,3845.0,88.71261378413524,3.537061118335501,0.0260078023407022,7.724317295188557,MONROE_13702,13702,16772,544.561287925949,JOES KWIK MARTS LLC
MONROE,58596.0,4601.0,412.0,147.0,726.0,13800,5886.0,78.16853550798506,6.9996602106693855,2.497451580020388,12.334352701325178,MONROE_13800,13800,17477,326.8187607650312,STONEWOOD DELI & MARKET INC
MONROE,59564.0,3282.0,184.0,62.0,471.0,13901,3999.0,82.07051762940735,4.601150287571893,1.550387596899225,11.77794448612153,MONROE_13901,13901,2421,527.0541466237923,ARSHAD MUHAMMAD
MONROE,42778.0,2408.0,1597.0,14.0,677.0,13902,4696.0,51.27768313458262,34.00766609880749,0.2981260647359455,14.416524701873934,MONROE_13902,13902,17570,685.0654671415598,DELTA SONIC CAR WASH SYSTEMS INC
MONROE,72424.0,4050.0,32.0,443.0,349.0,14001,4874.0,83.09396799343455,0.6565449322938038,9.089043906442347,7.160443167829299,MONROE_14001,14001,12101,825.9955807460727,SONBYRNE SALES INC
MONROE,74929.0,3785.0,293.0,92.0,593.0,14003,4763.0,79.46672265378962,6.151585135418854,1.9315557421792984,12.45013646861222,MONROE_14003,14003,17191,972.0754134204756,KING CONVENIENT MARKET & DELI 1 INC
